cluster,gap,nst,mag_mw,depth
0,0.08593771164017343,1.9009401454479578,0.8076083534232771,1.1090835475712328
1,-1.1025500370321895,-0.9094139302169466,-1.3847897323272509,-0.9393000009313874
2,-0.5717498042988,-0.24278503507110105,-1.0029784618563329,1.3284816916113409
3,-0.2519195898061168,-0.04260138094236568,1.0864814964542544,-0.7352361135462752
4,1.8402817194969279,-0.7061397992175422,0.49367834430607976,-0.7630291247049115
